Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2003,35,SEL,1102,159
2003,35,SEL,1103,229
2003,35,SEL,1104,12
2003,35,SEL,1105,314
2003,35,SEL,1106,260
2003,35,SEL,1107,249
2003,35,SEL,1108,228
2003,35,SEL,1110,204
2003,35,SEL,1111,183
2003,35,SEL,1112,26
2003,35,SEL,1113,89
2003,35,SEL,1114,110
2003,35,SEL,1115,287
2003,35,SEL,1116,143
2003,35,SEL,1117,255
2003,35,SEL,1119,318
2003,35,SEL,1120,74
2003,35,SEL,1122,111
2003,35,SEL,1123,40
2003,35,SEL,1124,91
2003,35,SEL,1125,163
2003,35,SEL,1126,203
2003,35,SEL,1127,173
2003,35,SEL,1128,220
2003,35,SEL,1129,139
2003,35,SEL,1130,64
2003,35,SEL,1131,83
2003,35,SEL,1132,270
2003,35,SEL,1133,200
2003,35,SEL,1135,279
2003,35,SEL,1137,165
2003,35,SEL,1138,300
2003,35,SEL,1139,7
2003,35,SEL,1140,28
2003,35,SEL,1141,63
2003,35,SEL,1142,325
2003,35,SEL,1143,116
2003,35,SEL,1144,155
2003,35,SEL,1145,102
2003,35,SEL,1147,256
2003,35,SEL,1148,151
2003,35,SEL,1149,93
2003,35,SEL,1150,254
2003,35,SEL,1151,76
2003,35,SEL,1152,321
2003,35,SEL,1153,53
2003,35,SEL,1154,199
2003,35,SEL,1155,65
2003,35,SEL,1156,194
2003,35,SEL,1157,185
2003,35,SEL,1158,5
2003,35,SEL,1159,280
2003,35,SEL,1160,245
2003,35,SEL,1161,96
2003,35,SEL,1162,302
2003,35,SEL,1163,21
2003,35,SEL,1164,292
2003,35,SEL,1165,315
2003,35,SEL,1166,3
2003,35,SEL,1168,298
2003,35,SEL,1169,157
2003,35,SEL,1170,269
2003,35,SEL,1171,252
2003,35,SEL,1172,112
2003,35,SEL,1173,35
2003,35,SEL,1174,135
2003,35,SEL,1175,230
2003,35,SEL,1176,196
2003,35,SEL,1177,2
2003,35,SEL,1178,201
2003,35,SEL,1179,148
2003,35,SEL,1180,104
2003,35,SEL,1181,49
2003,35,SEL,1182,225
2003,35,SEL,1183,126
2003,35,SEL,1184,293
2003,35,SEL,1185,208
2003,35,SEL,1186,123
2003,35,SEL,1187,18
2003,35,SEL,1189,214
2003,35,SEL,1190,209
2003,35,SEL,1191,79
2003,35,SEL,1192,273
2003,35,SEL,1193,94
2003,35,SEL,1194,172
2003,35,SEL,1196,20
2003,35,SEL,1197,178
2003,35,SEL,1198,171
2003,35,SEL,1199,25
2003,35,SEL,1200,286
2003,35,SEL,1201,90
2003,35,SEL,1202,198
2003,35,SEL,1203,78
2003,35,SEL,1204,248
2003,35,SEL,1205,275
2003,35,SEL,1206,132
2003,35,SEL,1207,37
2003,35,SEL,1208,98
2003,35,SEL,1209,233
2003,35,SEL,1210,69
2003,35,SEL,1211,55
2003,35,SEL,1212,295
2003,35,SEL,1214,42
2003,35,SEL,1216,127
2003,35,SEL,1217,95
2003,35,SEL,1218,43
2003,35,SEL,1219,153
2003,35,SEL,1220,264
2003,35,SEL,1221,59
2003,35,SEL,1222,210
2003,35,SEL,1224,285
2003,35,SEL,1225,162
2003,35,SEL,1226,281
2003,35,SEL,1227,86
2003,35,SEL,1228,15
2003,35,SEL,1229,234
2003,35,SEL,1231,1
2003,35,SEL,1232,179
2003,35,SEL,1233,145
2003,35,SEL,1234,46
2003,35,SEL,1235,27
2003,35,SEL,1236,268
2003,35,SEL,1237,207
2003,35,SEL,1238,205
2003,35,SEL,1239,258
2003,35,SEL,1240,73
2003,35,SEL,1241,156
2003,35,SEL,1242,58
2003,35,SEL,1243,237
2003,35,SEL,1245,38
2003,35,SEL,1246,17
2003,35,SEL,1247,108
2003,35,SEL,1248,282
2003,35,SEL,1249,289
2003,35,SEL,1250,221
2003,35,SEL,1251,250
2003,35,SEL,1252,299
2003,35,SEL,1253,322
2003,35,SEL,1254,251
2003,35,SEL,1256,274
2003,35,SEL,1257,51
2003,35,SEL,1258,144
2003,35,SEL,1259,319
2003,35,SEL,1260,154
2003,35,SEL,1261,77
2003,35,SEL,1263,309
2003,35,SEL,1264,202
2003,35,SEL,1265,147
2003,35,SEL,1266,33
2003,35,SEL,1267,130
2003,35,SEL,1268,22
2003,35,SEL,1269,206
2003,35,SEL,1270,222
2003,35,SEL,1271,310
2003,35,SEL,1272,67
2003,35,SEL,1273,118
2003,35,SEL,1274,136
2003,35,SEL,1275,66
2003,35,SEL,1276,288
2003,35,SEL,1277,60
2003,35,SEL,1278,56
2003,35,SEL,1279,47
2003,35,SEL,1280,133
2003,35,SEL,1281,45
2003,35,SEL,1282,320
2003,35,SEL,1283,121
2003,35,SEL,1284,253
2003,35,SEL,1285,216
