Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2007,37,ACU,1112,16
2007,37,ACU,1116,45
2007,37,ACU,1130,22
2007,37,ACU,1140,77
2007,37,ACU,1166,66
2007,37,ACU,1181,5
2007,37,ACU,1196,8
2007,37,ACU,1203,54
2007,37,ACU,1207,29
2007,37,ACU,1210,43
2007,37,ACU,1211,10
2007,37,ACU,1228,25
2007,37,ACU,1231,58
2007,37,ACU,1242,13
2007,37,ACU,1246,47
2007,37,ACU,1257,51
2007,37,ACU,1266,12
2007,37,ACU,1268,24
2007,37,ACU,1272,15
2007,37,ACU,1277,31
2007,37,ACU,1305,4
2007,37,ACU,1308,104
2007,37,ACU,1314,2
2007,37,ACU,1323,27
2007,37,ACU,1326,38
2007,37,ACU,1332,18
2007,37,ACU,1338,1
2007,37,ACU,1345,97
2007,37,ACU,1356,19
2007,37,ACU,1390,70
2007,37,ACU,1397,49
2007,37,ACU,1400,46
2007,37,ACU,1401,9
2007,37,ACU,1403,61
2007,37,ACU,1417,6
2007,37,ACU,1424,67
2007,37,ACU,1425,76
2007,37,ACU,1435,96
2007,37,ACU,1437,11
2007,37,ACU,1438,36
2007,37,ACU,1439,48
2007,37,ACU,1450,64
2007,37,ACU,1458,17
2007,37,ACU,1462,33
2007,37,AP,1112,14
2007,37,AP,1139,15
2007,37,AP,1181,7
2007,37,AP,1196,7
2007,37,AP,1210,25
2007,37,AP,1211,18
2007,37,AP,1242,12
2007,37,AP,1266,17
2007,37,AP,1268,23
2007,37,AP,1272,16
2007,37,AP,1305,20
2007,37,AP,1314,3
2007,37,AP,1326,5
2007,37,AP,1338,2
2007,37,AP,1401,6
2007,37,AP,1417,1
2007,37,AP,1458,11
2007,37,AP,1462,24
2007,37,BOB,1107,254
2007,37,BOB,1112,13
2007,37,BOB,1116,10
2007,37,BOB,1125,162
2007,37,BOB,1130,58
2007,37,BOB,1139,1
2007,37,BOB,1140,146
2007,37,BOB,1148,298
2007,37,BOB,1166,119
2007,37,BOB,1172,84
2007,37,BOB,1181,3
2007,37,BOB,1184,78
2007,37,BOB,1196,37
2007,37,BOB,1197,218
2007,37,BOB,1203,99
2007,37,BOB,1207,65
2007,37,BOB,1210,40
2007,37,BOB,1211,7
2007,37,BOB,1221,109
2007,37,BOB,1228,35
2007,37,BOB,1231,36
2007,37,BOB,1238,190
2007,37,BOB,1242,50
2007,37,BOB,1246,72
2007,37,BOB,1253,183
2007,37,BOB,1257,74
2007,37,BOB,1266,11
2007,37,BOB,1268,17
2007,37,BOB,1272,41
2007,37,BOB,1275,135
2007,37,BOB,1277,32
2007,37,BOB,1305,21
2007,37,BOB,1308,113
2007,37,BOB,1310,289
2007,37,BOB,1314,2
2007,37,BOB,1317,117
2007,37,BOB,1323,44
2007,37,BOB,1326,23
2007,37,BOB,1330,51
2007,37,BOB,1331,124
2007,37,BOB,1332,15
2007,37,BOB,1335,136
2007,37,BOB,1338,5
2007,37,BOB,1345,29
2007,37,BOB,1356,30
2007,37,BOB,1390,56
2007,37,BOB,1394,101
2007,37,BOB,1397,43
2007,37,BOB,1400,71
2007,37,BOB,1401,28
2007,37,BOB,1403,42
2007,37,BOB,1417,9
2007,37,BOB,1424,63
2007,37,BOB,1425,70
2007,37,BOB,1433,87
2007,37,BOB,1435,168
2007,37,BOB,1437,20
2007,37,BOB,1438,22
2007,37,BOB,1439,108
2007,37,BOB,1450,96
2007,37,BOB,1451,266
2007,37,BOB,1457,26
2007,37,BOB,1458,39
2007,37,BOB,1460,202
2007,37,BOB,1462,4
2007,37,COL,1107,241
2007,37,COL,1112,21
2007,37,COL,1116,15
2007,37,COL,1125,150
2007,37,COL,1130,81
2007,37,COL,1139,1
2007,37,COL,1140,103
2007,37,COL,1148,304
2007,37,COL,1166,100
2007,37,COL,1172,122
2007,37,COL,1181,7
2007,37,COL,1184,104
2007,37,COL,1196,76
2007,37,COL,1197,257
2007,37,COL,1203,73
2007,37,COL,1207,91
2007,37,COL,1210,35
2007,37,COL,1211,12
2007,37,COL,1221,72
2007,37,COL,1228,44
2007,37,COL,1231,59
2007,37,COL,1238,169
2007,37,COL,1242,74
2007,37,COL,1246,95
2007,37,COL,1253,195
2007,37,COL,1257,92
2007,37,COL,1266,18
2007,37,COL,1268,14
2007,37,COL,1272,31
2007,37,COL,1275,177
2007,37,COL,1277,40
2007,37,COL,1305,11
2007,37,COL,1308,128
2007,37,COL,1310,283
2007,37,COL,1314,16
2007,37,COL,1317,102
2007,37,COL,1323,39
2007,37,COL,1326,22
2007,37,COL,1330,48
2007,37,COL,1331,166
2007,37,COL,1332,6
2007,37,COL,1335,138
2007,37,COL,1338,2
2007,37,COL,1345,28
2007,37,COL,1356,36
2007,37,COL,1390,45
2007,37,COL,1394,130
2007,37,COL,1397,56
2007,37,COL,1400,88
2007,37,COL,1401,25
2007,37,COL,1403,51
2007,37,COL,1417,9
2007,37,COL,1424,78
2007,37,COL,1425,60
2007,37,COL,1433,98
2007,37,COL,1435,205
2007,37,COL,1437,23
2007,37,COL,1438,32
2007,37,COL,1439,144
2007,37,COL,1450,53
2007,37,COL,1451,248
2007,37,COL,1457,77
2007,37,COL,1458,38
2007,37,COL,1460,185
2007,37,COL,1462,13
2007,37,DOK,1107,182
2007,37,DOK,1112,27
2007,37,DOK,1116,36
2007,37,DOK,1125,108
2007,37,DOK,1130,42
2007,37,DOK,1139,2
2007,37,DOK,1140,84
2007,37,DOK,1148,274
2007,37,DOK,1166,58
2007,37,DOK,1172,117
2007,37,DOK,1181,3
2007,37,DOK,1184,141
2007,37,DOK,1196,1
2007,37,DOK,1197,299
2007,37,DOK,1203,63
2007,37,DOK,1207,69
2007,37,DOK,1210,40
2007,37,DOK,1211,15
2007,37,DOK,1221,136
2007,37,DOK,1228,32
2007,37,DOK,1231,38
2007,37,DOK,1238,242
2007,37,DOK,1242,25
2007,37,DOK,1246,51
2007,37,DOK,1253,148
2007,37,DOK,1257,72
2007,37,DOK,1266,39
2007,37,DOK,1268,19
2007,37,DOK,1272,16
2007,37,DOK,1275,114
2007,37,DOK,1277,29
2007,37,DOK,1305,18
2007,37,DOK,1308,97
2007,37,DOK,1310,276
2007,37,DOK,1314,8
2007,37,DOK,1317,128
2007,37,DOK,1323,11
2007,37,DOK,1326,7
2007,37,DOK,1330,60
2007,37,DOK,1331,100
2007,37,DOK,1332,20
2007,37,DOK,1335,88
2007,37,DOK,1338,6
2007,37,DOK,1345,53
2007,37,DOK,1356,33
2007,37,DOK,1390,78
2007,37,DOK,1394,113
2007,37,DOK,1397,43
2007,37,DOK,1400,23
2007,37,DOK,1401,10
2007,37,DOK,1403,96
2007,37,DOK,1417,4
2007,37,DOK,1424,73
2007,37,DOK,1425,83
2007,37,DOK,1433,50
2007,37,DOK,1435,132
2007,37,DOK,1437,13
2007,37,DOK,1438,49
2007,37,DOK,1439,57
2007,37,DOK,1450,54
2007,37,DOK,1451,190
2007,37,DOK,1457,34
2007,37,DOK,1458,26
2007,37,DOK,1460,233
2007,37,DOK,1462,22
2007,37,GRN,1107,241
2007,37,GRN,1112,25
2007,37,GRN,1116,17
2007,37,GRN,1125,213
2007,37,GRN,1130,51
2007,37,GRN,1139,1
2007,37,GRN,1140,124
2007,37,GRN,1148,321
2007,37,GRN,1166,91
2007,37,GRN,1172,131
2007,37,GRN,1181,32
2007,37,GRN,1184,56
2007,37,GRN,1196,39
2007,37,GRN,1197,248
2007,37,GRN,1203,55
2007,37,GRN,1207,113
2007,37,GRN,1210,35
2007,37,GRN,1211,6
2007,37,GRN,1221,121
2007,37,GRN,1228,66
2007,37,GRN,1231,43
2007,37,GRN,1238,148
2007,37,GRN,1242,79
2007,37,GRN,1246,70
2007,37,GRN,1253,189
2007,37,GRN,1257,137
2007,37,GRN,1266,42
2007,37,GRN,1268,16
2007,37,GRN,1272,41
2007,37,GRN,1275,197
2007,37,GRN,1277,34
2007,37,GRN,1305,4
2007,37,GRN,1308,92
