Season,RankingDayNum,SystemName,TeamID,OrdinalRank
2011,0,MAS,1103,109
2011,0,MAS,1106,278
2011,0,MAS,1112,74
2011,0,MAS,1114,275
2011,0,MAS,1125,164
2011,0,MAS,1131,146
2011,0,MAS,1137,264
2011,0,MAS,1139,10
2011,0,MAS,1140,12
2011,0,MAS,1153,62
2011,0,MAS,1155,31
2011,0,MAS,1163,34
2011,0,MAS,1181,2
2011,0,MAS,1196,44
2011,0,MAS,1199,36
2011,0,MAS,1206,153
2011,0,MAS,1207,9
2011,0,MAS,1208,91
2011,0,MAS,1211,38
2011,0,MAS,1214,257
2011,0,MAS,1228,52
2011,0,MAS,1232,142
2011,0,MAS,1242,1
2011,0,MAS,1243,6
2011,0,MAS,1246,5
2011,0,MAS,1254,284
2011,0,MAS,1257,28
2011,0,MAS,1266,25
2011,0,MAS,1272,51
2011,0,MAS,1276,68
2011,0,MAS,1277,15
2011,0,MAS,1281,21
2011,0,MAS,1287,117
2011,0,MAS,1294,141
2011,0,MAS,1314,42
2011,0,MAS,1323,26
2011,0,MAS,1324,122
2011,0,MAS,1326,8
2011,0,MAS,1330,53
2011,0,MAS,1336,87
2011,0,MAS,1338,18
2011,0,MAS,1343,138
2011,0,MAS,1345,11
2011,0,MAS,1350,55
2011,0,MAS,1361,41
2011,0,MAS,1364,147
2011,0,MAS,1385,63
2011,0,MAS,1389,175
2011,0,MAS,1393,3
2011,0,MAS,1396,23
2011,0,MAS,1397,24
2011,0,MAS,1400,20
2011,0,MAS,1401,14
2011,0,MAS,1412,67
2011,0,MAS,1417,93
2011,0,MAS,1421,270
2011,0,MAS,1424,48
2011,0,MAS,1425,71
2011,0,MAS,1427,205
2011,0,MAS,1429,40
2011,0,MAS,1433,59
2011,0,MAS,1435,35
2011,0,MAS,1437,13
2011,0,MAS,1449,27
2011,0,MAS,1452,4
2011,0,MAS,1458,19
2011,0,MAS,1459,85
2011,0,MAS,1462,16
2011,7,PIG,1103,114
2011,7,PIG,1106,328
2011,7,PIG,1112,61
2011,7,PIG,1114,247
2011,7,PIG,1125,162
2011,7,PIG,1131,144
2011,7,PIG,1137,226
2011,7,PIG,1139,18
2011,7,PIG,1140,25
2011,7,PIG,1153,70
2011,7,PIG,1155,40
2011,7,PIG,1163,62
2011,7,PIG,1181,1
2011,7,PIG,1196,13
2011,7,PIG,1199,30
2011,7,PIG,1206,113
2011,7,PIG,1207,20
2011,7,PIG,1208,38
2011,7,PIG,1211,12
2011,7,PIG,1214,292
2011,7,PIG,1228,15
2011,7,PIG,1232,126
2011,7,PIG,1242,5
2011,7,PIG,1243,3
2011,7,PIG,1246,10
2011,7,PIG,1254,223
2011,7,PIG,1257,39
2011,7,PIG,1266,31
2011,7,PIG,1272,17
2011,7,PIG,1276,139
2011,7,PIG,1277,2
2011,7,PIG,1281,14
2011,7,PIG,1287,82
2011,7,PIG,1294,187
2011,7,PIG,1314,9
2011,7,PIG,1323,41
2011,7,PIG,1324,105
2011,7,PIG,1326,4
2011,7,PIG,1330,50
2011,7,PIG,1336,67
2011,7,PIG,1338,6
2011,7,PIG,1343,156
2011,7,PIG,1345,7
2011,7,PIG,1350,44
2011,7,PIG,1361,26
2011,7,PIG,1364,88
2011,7,PIG,1385,63
2011,7,PIG,1389,121
2011,7,PIG,1393,11
2011,7,PIG,1396,24
2011,7,PIG,1397,21
2011,7,PIG,1400,28
2011,7,PIG,1401,33
2011,7,PIG,1412,89
2011,7,PIG,1417,42
2011,7,PIG,1421,212
2011,7,PIG,1424,37
2011,7,PIG,1425,112
2011,7,PIG,1427,207
2011,7,PIG,1429,27
2011,7,PIG,1433,52
2011,7,PIG,1435,45
2011,7,PIG,1437,8
2011,7,PIG,1449,19
2011,7,PIG,1452,32
2011,7,PIG,1458,23
2011,7,PIG,1459,73
2011,7,PIG,1462,29
2011,8,DOK,1103,98
2011,8,DOK,1106,278
2011,8,DOK,1112,57
2011,8,DOK,1114,255
2011,8,DOK,1125,135
2011,8,DOK,1131,147
2011,8,DOK,1137,245
2011,8,DOK,1139,27
2011,8,DOK,1140,19
2011,8,DOK,1153,75
2011,8,DOK,1155,25
2011,8,DOK,1163,30
2011,8,DOK,1181,2
2011,8,DOK,1196,33
2011,8,DOK,1199,34
2011,8,DOK,1206,130
2011,8,DOK,1207,8
2011,8,DOK,1208,94
2011,8,DOK,1211,32
2011,8,DOK,1214,249
2011,8,DOK,1228,51
2011,8,DOK,1232,139
2011,8,DOK,1242,1
2011,8,DOK,1243,7
2011,8,DOK,1246,5
2011,8,DOK,1254,272
2011,8,DOK,1257,12
2011,8,DOK,1266,24
2011,8,DOK,1272,21
2011,8,DOK,1276,62
2011,8,DOK,1277,16
2011,8,DOK,1281,22
2011,8,DOK,1287,140
2011,8,DOK,1294,179
2011,8,DOK,1314,11
2011,8,DOK,1323,31
2011,8,DOK,1324,126
2011,8,DOK,1326,6
2011,8,DOK,1330,61
2011,8,DOK,1336,89
2011,8,DOK,1338,17
2011,8,DOK,1343,181
2011,8,DOK,1345,20
2011,8,DOK,1350,81
2011,8,DOK,1361,52
2011,8,DOK,1364,152
2011,8,DOK,1385,86
2011,8,DOK,1389,211
2011,8,DOK,1393,3
2011,8,DOK,1396,38
2011,8,DOK,1397,28
2011,8,DOK,1400,9
2011,8,DOK,1401,23
2011,8,DOK,1412,64
2011,8,DOK,1417,45
2011,8,DOK,1421,267
2011,8,DOK,1424,47
2011,8,DOK,1425,50
2011,8,DOK,1427,228
2011,8,DOK,1429,44
2011,8,DOK,1433,55
2011,8,DOK,1435,35
2011,8,DOK,1437,15
2011,8,DOK,1449,26
2011,8,DOK,1452,4
2011,8,DOK,1458,10
2011,8,DOK,1459,137
2011,8,DOK,1462,14
2011,9,AP,1139,17
2011,9,AP,1140,24
2011,9,AP,1181,1
2011,9,AP,1196,9
2011,9,AP,1207,20
2011,9,AP,1211,12
2011,9,AP,1228,13
2011,9,AP,1242,7
2011,9,AP,1243,3
2011,9,AP,1246,11
2011,9,AP,1272,19
2011,9,AP,1277,2
2011,9,AP,1281,15
2011,9,AP,1314,8
2011,9,AP,1326,4
2011,9,AP,1338,5
2011,9,AP,1345,14
2011,9,AP,1361,25
2011,9,AP,1393,10
2011,9,AP,1396,22
2011,9,AP,1397,23
2011,9,AP,1437,6
2011,9,AP,1449,18
2011,9,MOR,1103,169
2011,9,MOR,1106,321
2011,9,MOR,1112,51
2011,9,MOR,1114,221
2011,9,MOR,1125,144
2011,9,MOR,1131,101
2011,9,MOR,1137,187
2011,9,MOR,1139,9
2011,9,MOR,1140,13
2011,9,MOR,1153,64
2011,9,MOR,1155,23
2011,9,MOR,1163,79
2011,9,MOR,1181,3
2011,9,MOR,1196,14
2011,9,MOR,1199,30
2011,9,MOR,1206,90
2011,9,MOR,1207,5
2011,9,MOR,1208,71
2011,9,MOR,1211,34
2011,9,MOR,1214,227
2011,9,MOR,1228,15
2011,9,MOR,1232,184
2011,9,MOR,1242,8
2011,9,MOR,1243,26
2011,9,MOR,1246,27
2011,9,MOR,1254,233
2011,9,MOR,1257,98
2011,9,MOR,1266,58
2011,9,MOR,1272,123
2011,9,MOR,1276,39
2011,9,MOR,1277,2
2011,9,MOR,1281,56
2011,9,MOR,1287,96
2011,9,MOR,1294,147
2011,9,MOR,1314,84
