PlayerID,Season,TeamID,PlayerName
626532,2015,1107,BAKER_WHEELER
626533,2015,1107,EGHAREVBA_EDE
626534,2015,1107,ENNEMA_DALLAS
626535,2015,1107,GREEN_TRE
626536,2015,1107,HOOLEY_PETER
626537,2015,1107,MCKAY_GEREMY
626538,2015,1107,PETERS_RICHARD
626539,2015,1107,ROWLEY_MIKE
626540,2015,1107,ROWLEY_SAM
626541,2015,1107,SANDERS_RAY
626542,2015,1107,SINGLETARY_EVAN
626543,2015,1107,STIRE_GREIG
626544,2015,1107,TEAM
626545,2015,1107,TWYMAN_MAX
626546,2015,1107,WELLS_MIKE
626547,2015,1107,WILLIAMS_REECE
626602,2015,1112,ALLEN_KADEEM
626603,2015,1112,ANDERSON_RYAN
626604,2015,1112,ASHLEY_BRANDON
626605,2015,1112,HAZZARD_JACOB
626606,2015,1112,HOLLIS-JEFFERSON_R
626607,2015,1112,JACKSON-CARTWRIGHT
626608,2015,1112,JOHNSON_STANLEY
626609,2015,1112,KORCHECK_MATT
626610,2015,1112,MASON_TREY
626611,2015,1112,MCCONNELL_TJ
626612,2015,1112,MELLON_DREW
626613,2015,1112,PITTS_ELLIOTT
626614,2015,1112,RISTIC_DUSAN
626615,2015,1112,TARCZEWSKI_KALEB
626616,2015,1112,TEAM
626617,2015,1112,VICTOR_CRAIG
626618,2015,1112,YORK_GABE
626671,2015,1116,BABB_NICK
626672,2015,1116,BEARD_ANTON
626673,2015,1116,BELL_ANTHLON
626674,2015,1116,DURHAM_JABRIL
626675,2015,1116,HARRIS_ALANDISE
626676,2015,1116,KINGSLEY_MOSES
626677,2015,1116,MADDEN_RASHAD
626678,2015,1116,MILES_KEATON
626679,2015,1116,PORTIS_BOBBY
626680,2015,1116,QUALLS_MICHAEL
626681,2015,1116,TEAM
626682,2015,1116,THOMPSON_TREY
626683,2015,1116,WATKINS_MANUALE
626684,2015,1116,WILLIAMS_JACOREY
626778,2015,1124,CHERY_KENNY
626779,2015,1124,DENG_DENG
626780,2015,1124,FREEMAN_AL
626781,2015,1124,GATHERS_RICO
626782,2015,1124,HEARD_JOHN
626783,2015,1124,MASTON_TJ
626784,2015,1124,MEDFORD_LESTER
626785,2015,1124,MILLS_AUSTIN
626786,2015,1124,MOTLEY_JOHNATHAN
626787,2015,1124,ONEALE_ROYCE
626788,2015,1124,PRINCE_TAUREAN
626789,2015,1124,TEAM
626790,2015,1124,WAINRIGHT_ISHMAIL
626791,2015,1125,BARNETTE_TAYLOR
626792,2015,1125,BRADDS_EVAN
626793,2015,1125,BRADSHAW_CRAIG
626794,2015,1125,CHAMBERLAIN_REECE
626795,2015,1125,CHOWBAY_CALEB
626796,2015,1125,EGEKEZE_AMANZE
626797,2015,1125,HADDEN_TYLER
626798,2015,1125,LAIDIG_JEFF
626799,2015,1125,LESTER_JOSH
626800,2015,1125,LUKE_AUSTIN
626801,2015,1125,MERCER_MACK
626802,2015,1125,MOBLEY_HOLDEN
626803,2015,1125,SAMPSON_BURTON
626804,2015,1125,SMITH_NICK
626805,2015,1125,TEAM
626806,2015,1125,TURNER_SPENCER
626837,2015,1129,ALFORD_MONTIGO
626838,2015,1129,ALLEN_KEVIN
626839,2015,1129,DRMIC_ANTHONY
626840,2015,1129,DUNCAN_NICK
626841,2015,1129,HADZIOMEROVIC_IGOR
626842,2015,1129,HANEY_ZACH
626843,2015,1129,HANSTAD_JOE
626844,2015,1129,HEYER_ROB
626845,2015,1129,HUTCHISON_CHANDLER
626846,2015,1129,MARKS_DERRICK
626847,2015,1129,NEALEY_CHRIS
626848,2015,1129,NESS_JAKE
626849,2015,1129,TEAM
626850,2015,1129,THOMPSON_MIKEY
626851,2015,1129,TRENT_DEZMYN
626852,2015,1129,WACKER_DAVID
626853,2015,1129,WEBB_III_JAMES
