PlayerID,Season,TeamID,PlayerName
637518,2017,1112,ALKINS_RAWLE
637519,2017,1112,ALLEN_KADEEM
637520,2017,1112,COMANCHE_CHANCE
637521,2017,1112,CRUZ_PAULO
637522,2017,1112,DESJARDINS_JAKE
637523,2017,1112,JACKSON-CARTWRIGHT
637524,2017,1112,JONES_KORY
637525,2017,1112,MARKKANEN_LAURI
637526,2017,1112,PINDER_KEANU
637527,2017,1112,RISTIC_DUSAN
637528,2017,1112,SIMMONS_KOBI
637529,2017,1112,SMITH_RAY
637530,2017,1112,TEAM
637531,2017,1112,TRIER_ALLONZO
637532,2017,1112,TRILLO_TYLER
637583,2017,1116,BAILEY_ADRIO
637584,2017,1116,BARFORD_JAYLEN
637585,2017,1116,BEARD_ANTON
637586,2017,1116,COOK_ARLANDO
637587,2017,1116,HANNAHS_DUSTY
637588,2017,1116,HAZEN_BRACHEN
637589,2017,1116,HOLMES_JONATHAN
637590,2017,1116,JONES_CJ
637591,2017,1116,KINGSLEY_MOSES
637592,2017,1116,MACON_DARYL
637593,2017,1116,TEAM
637594,2017,1116,THOMAS_DUSTIN
637595,2017,1116,THOMPSON_TREY
637596,2017,1116,WATKINS_MANUALE
637676,2017,1124,DAVIS_JONATHAN
637677,2017,1124,FREEMAN_AL
637678,2017,1124,JOLLY_TYSON
637679,2017,1124,LECOMTE_MANU
637680,2017,1124,LINDSEY_JAKE
637681,2017,1124,LUAL-ACUIL_JR._JO
637682,2017,1124,MASTON_TERRY
637683,2017,1124,MCCLURE_KING
637684,2017,1124,MITCHELL_WENDELL
637685,2017,1124,MOTLEY_JOHNATHAN
637686,2017,1124,OMOT_NUNI
637687,2017,1124,TEAM
637688,2017,1124,WAINRIGHT_ISHMAIL
637842,2017,1137,AZZINARO_JOHN
637843,2017,1137,BROWN_STEPHEN
637844,2017,1137,FOULLAND_NANA
637845,2017,1137,JONES_NATE
637846,2017,1137,MACKENZIE_KIMBAL
637847,2017,1137,MACLEAY_DJ
637848,2017,1137,MOORE_BRUCE
637849,2017,1137,OBERFELD_BEN
637850,2017,1137,OREILLY_MATT
637851,2017,1137,ROBERTSON_BEN
